Date,Open,High,Low,Close,Volume
2025-06-16,249.0,253.52000427246094,248.7100067138672,252.14999389648438,26481959
2025-06-17,251.3000030517578,252.0,246.85000610351562,247.25,20651969
2025-06-18,247.3000030517578,250.2100067138672,247.16000366210938,248.41000366210938,17297196
2025-06-19,247.99000549316406,254.8000030517578,247.2100067138672,249.4199981689453,32347921
2025-06-20,249.00999450683594,254.14999389648438,249.00999450683594,253.3300018310547,50201710
2025-06-23,250.14999389648438,255.8000030517578,250.0500030517578,254.63999938964844,21523144
2025-06-24,257.0,260.0,254.22000122070312,255.07000732421875,35638629
2025-06-25,256.1099853515625,259.4200134277344,255.10000610351562,258.8599853515625,26412599
2025-06-26,259.4200134277344,266.25,258.95001220703125,265.17999267578125,47100081
2025-06-27,266.489990234375,266.489990234375,261.0,261.8599853515625,61545458
2025-06-30,262.0,265.19000244140625,262.0,264.1499938964844,21588949
2025-07-01,264.75,264.8500061035156,259.6000061035156,261.0,17220730
2025-07-02,260.5,261.8500061035156,257.6000061035156,259.75,14940247
2025-07-03,260.1000061035156,264.29998779296875,260.0,260.8500061035156,19402947
2025-07-04,262.1000061035156,263.70001220703125,259.6499938964844,261.3999938964844,13076740
2025-07-07,261.3999938964844,261.54998779296875,256.20001220703125,258.54998779296875,25446186
2025-07-08,259.6499938964844,264.20001220703125,259.5,263.5,18312891
2025-07-09,263.6499938964844,265.45001220703125,261.79998779296875,264.54998779296875,18477582
2025-07-10,265.1000061035156,267.25,262.25,262.8500061035156,17136740
2025-07-11,260.0,264.95001220703125,260.0,263.3500061035156,16528109
2025-07-14,264.95001220703125,277.75,262.29998779296875,270.6000061035156,50184664
2025-07-15,271.8999938964844,272.3999938964844,265.1499938964844,266.45001220703125,35090527
2025-07-16,263.1499938964844,266.95001220703125,261.25,262.3500061035156,17828906
2025-07-17,263.0,263.70001220703125,258.6000061035156,259.6499938964844,17544857
2025-07-18,259.95001220703125,260.20001220703125,256.75,257.20001220703125,13584890
2025-07-21,257.0,277.0,256.6499938964844,271.70001220703125,67508530
2025-07-22,293.0,311.25,289.6499938964844,299.79998779296875,269332774
2025-07-23,298.0,303.54998779296875,296.29998779296875,302.04998779296875,68915203
