Date,Open,High,Low,Close,Volume
2025-06-16,2977.0819786339007,3020.731297880782,2964.2848887326295,2999.501953125,1673726
2025-06-17,3018.747142579605,3018.747142579605,2970.1376749534465,2983.232421875,1455355
2025-06-18,2976.0897778529916,3050.3927224287986,2962.7966737231704,3016.8623046875,2161043
2025-06-19,3013.78692885251,3082.13769418589,3010.0171666776564,3070.13427734375,2482920
2025-06-20,3075.292790123237,3177.4718731499124,3065.67014821891,3159.02001953125,8315834
2025-06-23,3138.386069671237,3159.0200990264307,3097.8118991023425,3110.013916015625,1731432
2025-06-24,3129.9538021095764,3190.9636442292385,3111.79960552769,3124.99365234375,2834887
2025-06-25,3154.655251115204,3199.792613984934,3135.310667028177,3189.872314453125,2078771
2025-06-26,3200.189278928195,3212.192938051462,3158.1273064505344,3190.169921875,2907261
2025-06-27,3179.4559336963066,3215.6650262329417,3161.6986947822907,3177.76953125,5098406
2025-06-30,3179.852851450725,3194.138228706202,3135.806816518025,3157.829833984375,2083572
2025-07-01,3162.5914363148963,3192.352334398161,3142.94919514098,3150.786376953125,1407074
2025-07-02,3142.7508768259927,3177.1742675997393,3128.5648001235795,3139.97314453125,1559309
2025-07-03,3139.973226191099,3195.3285471955746,3139.5765110793095,3149.099853515625,2102806
2025-07-04,3161.10009765625,3177.0,3134.10009765625,3162.5,968006
2025-07-07,3162.5,3173.0,3152.10009765625,3160.199951171875,853459
2025-07-08,3150.0,3168.0,3123.0,3157.89990234375,1513129
2025-07-09,3145.0,3189.0,3141.0,3176.300048828125,1245661
2025-07-10,3172.10009765625,3192.60009765625,3137.60009765625,3162.39990234375,1701384
2025-07-11,3158.0,3162.39990234375,3062.39990234375,3073.199951171875,3041614
2025-07-14,3072.800048828125,3104.800048828125,3053.60009765625,3092.10009765625,2958843
2025-07-15,3086.10009765625,3148.300048828125,3082.89990234375,3128.60009765625,2826720
2025-07-16,3128.60009765625,3210.0,3082.39990234375,3196.5,2892812
2025-07-17,3186.300048828125,3238.0,3171.0,3195.0,3267180
2025-07-18,3208.0,3252.0,3176.699951171875,3192.39990234375,2040381
2025-07-21,3177.0,3253.60009765625,3152.800048828125,3246.699951171875,2436535
2025-07-22,3246.699951171875,3271.89990234375,3210.5,3257.199951171875,1854072
2025-07-23,3260.0,3303.0,3248.0,3268.800048828125,2159800
2025-07-24,3255.0,3286.5,3243.699951171875,3260.89990234375,1469406
2025-07-25,3256.0,3259.0,3214.0,3246.39990234375,1475856
2025-07-28,3246.39990234375,3256.89990234375,3199.199951171875,3209.800048828125,1939520
2025-07-29,3203.0,3225.89990234375,3186.60009765625,3199.39990234375,1824673
2025-07-30,3195.0,3241.60009765625,3151.89990234375,3208.89990234375,2199654
2025-07-31,3225.0,3238.199951171875,3135.60009765625,3203.10009765625,4465859
2025-08-01,3205.0,3205.0,3116.699951171875,3159.300048828125,3781457
2025-08-04,3170.0,3223.0,3160.0,3200.199951171875,2684012
2025-08-05,3195.0,3222.0,3170.10009765625,3212.199951171875,1805644
2025-08-06,3212.199951171875,3240.10009765625,3178.60009765625,3227.5,1866321
2025-08-07,3198.0,3229.60009765625,3161.10009765625,3211.10009765625,2374621
2025-08-08,3207.0,3214.89990234375,3135.60009765625,3144.199951171875,1721037
2025-08-11,3150.89990234375,3230.0,3130.300048828125,3186.199951171875,2046761
2025-08-12,3186.10009765625,3253.0,3185.10009765625,3236.5,3315978
2025-08-13,3255.0,3300.0,3238.699951171875,3282.199951171875,2436029
2025-08-14,3273.199951171875,3313.5,3262.0,3265.39990234375,1508721
2025-08-18,3350.0,3432.0,3335.300048828125,3383.10009765625,5787481
2025-08-19,3400.0,3403.89990234375,3338.10009765625,3354.0,2596242
2025-08-20,3354.10009765625,3404.199951171875,3335.0,3395.60009765625,2957816
2025-08-21,3410.0,3410.0,3370.0,3375.10009765625,1964795
2025-08-22,3380.0,3420.0,3375.39990234375,3403.0,2509867
2025-08-25,3428.0,3429.0,3381.800048828125,3398.89990234375,1859862
2025-08-26,3395.0,3414.0,3318.10009765625,3330.800048828125,3122442
2025-08-28,3375.0,3375.0,3287.300048828125,3295.300048828125,2936428
2025-08-29,3271.0,3280.0,3187.0,3199.5,3017625
2025-09-01,3191.10009765625,3324.89990234375,3191.10009765625,3315.39990234375,3525726
2025-09-02,3325.0,3330.0,3223.0,3234.5,3073407
2025-09-03,3269.0,3293.699951171875,3232.800048828125,3286.0,2672659
2025-09-04,3527.0,3550.0,3463.39990234375,3481.5,7600320
2025-09-05,3511.0,3577.800048828125,3481.5,3561.300048828125,3700943
2025-09-08,3561.300048828125,3561.300048828125,3561.300048828125,3561.300048828125,0
2025-09-09,3702.199951171875,3723.800048828125,3673.10009765625,3696.300048828125,2879258
2025-09-10,3702.0,3708.89990234375,3591.39990234375,3604.39990234375,2298202
2025-09-11,3620.0,3647.89990234375,3580.0,3595.699951171875,1949934
2025-09-12,3594.89990234375,3641.0,3582.0,3589.89990234375,2839264
2025-09-15,3590.0,3603.39990234375,3526.60009765625,3530.300048828125,2550444
2025-09-16,3545.0,3619.89990234375,3528.89990234375,3608.0,2465043
2025-09-17,3608.0,3644.89990234375,3593.10009765625,3633.199951171875,2237804
2025-09-18,3636.10009765625,3650.0,3603.300048828125,3642.199951171875,2480472
2025-09-19,3601.0,3636.699951171875,3584.5,3592.10009765625,4018342
2025-09-22,3600.0,3616.60009765625,3569.300048828125,3584.800048828125,1664133
2025-09-23,3610.0,3679.199951171875,3606.800048828125,3614.60009765625,2523224
2025-09-24,3614.5,3626.300048828125,3568.0,3574.89990234375,1320014
2025-09-25,3579.89990234375,3584.10009765625,3521.800048828125,3530.0,2106344
2025-09-26,3510.0,3547.5,3391.60009765625,3396.5,3046760
2025-09-29,3419.0,3458.0,3405.0,3418.10009765625,3175716
2025-09-30,3420.0,3454.0,3393.10009765625,3427.0,2611078
2025-10-01,3419.199951171875,3501.0,3415.5,3463.39990234375,2364844
2025-10-03,3462.10009765625,3492.39990234375,3404.199951171875,3462.0,2357702
2025-10-06,3462.0,3480.0,3425.10009765625,3472.0,1156082
2025-10-07,3468.10009765625,3521.39990234375,3465.10009765625,3492.800048828125,1508939
2025-10-08,3500.0,3509.699951171875,3422.60009765625,3426.5,1444911
2025-10-09,3450.0,3475.0,3424.0,3442.89990234375,1997853
2025-10-10,3425.0,3473.89990234375,3395.699951171875,3454.89990234375,1416272
